"Country","event_clarity","date_prec","year","longtitude","latitude"
"Myanmar (Burma)",2,2,1991,97.678028,17.836972
"Myanmar (Burma)",2,4,2007,93.45,21.6
"Myanmar (Burma)",1,1,2005,93.442944,21.594111
"Myanmar (Burma)",1,1,1994,92.539136,21.088739
"Myanmar (Burma)",1,1,2005,93.45,21.6
"Myanmar (Burma)",1,1,2007,95.650294,16.731767
"Myanmar (Burma)",1,1,2007,92.539136,21.088739
"Myanmar (Burma)",1,1,2008,92.539136,21.088739
"Myanmar (Burma)",1,1,1992,92.539136,21.088739
"Myanmar (Burma)",1,1,2007,92.539136,21.088739
"Myanmar (Burma)",1,4,1992,92.539136,21.088739
"Myanmar (Burma)",1,5,1992,92.539136,21.088739
"Myanmar (Burma)",1,1,2000,99.05,12.416667
"Myanmar (Burma)",1,1,1999,97.75,16.25
"Myanmar (Burma)",1,1,1997,92.539136,21.088739
"Myanmar (Burma)",1,1,1997,92.539136,21.088739
"Myanmar (Burma)",1,1,1994,92.539136,21.088739
"Myanmar (Burma)",2,2,2007,92.539136,21.088739
"Myanmar (Burma)",1,1,1994,92.539136,21.088739
"Myanmar (Burma)",1,1,2007,92.539136,21.088739
"Myanmar (Burma)",1,1,2007,92.539136,21.088739
"Myanmar (Burma)",1,1,2007,92.539136,21.088739
"Myanmar (Burma)",1,4,1992,92.539136,21.088739
"Myanmar (Burma)",1,4,1992,92.539136,21.088739
"Myanmar (Burma)",1,1,2007,92.539136,21.088739
"Myanmar (Burma)",1,1,2005,92.539136,21.088739
"Myanmar (Burma)",2,4,1994,92.539136,21.088739
"Myanmar (Burma)",1,1,2004,92.539136,21.088739
"Myanmar (Burma)",2,4,1994,92.539136,21.088739
"Myanmar (Burma)",2,2,1992,92.539136,21.088739
"Myanmar (Burma)",1,1,2007,92.539136,21.088739
"Myanmar (Burma)",2,4,1991,92.366667,20.816667
"Myanmar (Burma)",1,1,2012,92.366667,20.816667
"Myanmar (Burma)",1,1,2003,92.366667,20.816667
"Myanmar (Burma)",1,1,1994,92.366667,20.816667
"Myanmar (Burma)",1,1,1992,92.366667,20.816667
"Myanmar (Burma)",1,1,2004,92.366667,20.816667
"Myanmar (Burma)",1,1,1994,92.366667,20.816667
"Myanmar (Burma)",1,1,1994,92.366667,20.816667
"Myanmar (Burma)",1,1,1996,97.75,16.25
"Myanmar (Burma)",1,1,1992,92.366667,20.816667
"Myanmar (Burma)",1,1,2012,92.366667,20.816667
"Myanmar (Burma)",1,1,2006,98.871294,16.282356
"Myanmar (Burma)",1,1,2007,98.871294,16.282356
"Myanmar (Burma)",1,2,2008,96.728289,18.928094
"Myanmar (Burma)",1,1,2011,96.597658,25.195076
"Myanmar (Burma)",1,1,1997,97.15,18.816667
"Myanmar (Burma)",2,2,2006,97.853158,15.510317
"Myanmar (Burma)",1,1,2004,97.15,18.816667
"Myanmar (Burma)",1,1,2004,97.851753,15.761408
"Myanmar (Burma)",1,1,2000,99.05,12.416667
"Myanmar (Burma)",1,1,2005,97.851753,15.761408
"Myanmar (Burma)",1,1,2007,97.851753,15.761408
"Myanmar (Burma)",1,1,2005,97.851753,15.761408
"Myanmar (Burma)",2,4,2005,98.0,22.0
"Myanmar (Burma)",1,1,2004,97.851753,15.761408
"Myanmar (Burma)",1,4,2005,97.851753,15.761408
"Myanmar (Burma)",1,1,1998,92.85,21.3
"Myanmar (Burma)",1,1,2000,97.851753,15.761408
"Myanmar (Burma)",1,1,2004,97.851753,15.761408
"Myanmar (Burma)",1,1,1995,97.851753,15.761408
"Myanmar (Burma)",1,1,2000,97.851753,15.761408
"Myanmar (Burma)",1,1,1995,97.851753,15.761408
"Myanmar (Burma)",1,1,2004,99.05,12.416667
"Myanmar (Burma)",1,1,2004,99.05,12.416667
"Myanmar (Burma)",1,1,2000,99.05,12.416667
"Myanmar (Burma)",1,1,2001,99.05,12.416667
"Myanmar (Burma)",1,1,2001,99.05,12.416667
"Myanmar (Burma)",2,5,2012,96.597658,25.195076
"Myanmar (Burma)",1,4,1998,99.05,12.416667
"Myanmar (Burma)",1,1,1998,99.05,12.416667
"Myanmar (Burma)",1,1,2008,99.05,12.416667
"Myanmar (Burma)",1,1,2001,99.05,12.416667
"Myanmar (Burma)",1,1,1998,99.05,12.416667
"Myanmar (Burma)",1,1,2000,99.05,12.416667
"Myanmar (Burma)",2,5,1995,92.85,21.3
"Myanmar (Burma)",1,4,2007,93.40479,21.472021
"Myanmar (Burma)",2,3,2000,97.466667,17.116667
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,2000,97.616219,17.026567
"Myanmar (Burma)",1,1,2011,96.597658,25.195076
"Myanmar (Burma)",1,1,1989,96.366667,24.783333
"Myanmar (Burma)",1,1,2011,96.597658,25.195076
"Myanmar (Burma)",1,1,2012,96.597658,25.195076
"Myanmar (Burma)",1,1,2012,96.597658,25.195076
"Myanmar (Burma)",1,1,2011,96.597658,25.195076
"Myanmar (Burma)",1,1,2002,97.75,16.25
"Myanmar (Burma)",1,1,1999,96.597658,25.195076
"Myanmar (Burma)",1,4,2011,96.597658,25.195076
"Myanmar (Burma)",1,1,2011,96.597658,25.195076
"Myanmar (Burma)",1,1,2011,96.597658,25.195076
"Myanmar (Burma)",1,1,2011,96.597658,25.195076
"Myanmar (Burma)",1,1,2011,96.597658,25.195076
"Myanmar (Burma)",2,5,1996,97.75,16.25
"Myanmar (Burma)",2,5,1996,97.75,16.25
"Myanmar (Burma)",1,1,1994,97.75,16.25
"Myanmar (Burma)",2,3,2000,97.75,16.25
"Myanmar (Burma)",1,1,1994,97.75,16.25
"Myanmar (Burma)",1,1,1995,97.75,16.25
"Myanmar (Burma)",1,1,1994,97.75,16.25
"Myanmar (Burma)",1,1,2004,97.75,16.25
"Myanmar (Burma)",1,1,1994,97.75,16.25
"Myanmar (Burma)",1,1,2000,97.75,16.25
"Myanmar (Burma)",1,1,2001,97.75,16.25
"Myanmar (Burma)",1,1,2000,97.75,16.25
"Myanmar (Burma)",1,1,1996,97.75,16.25
"Myanmar (Burma)",1,1,1996,97.75,16.25
"Myanmar (Burma)",1,1,1996,97.75,16.25
"Myanmar (Burma)",1,1,2000,97.75,16.25
"Myanmar (Burma)",1,1,1998,97.75,16.25
"Myanmar (Burma)",1,1,1996,97.75,16.25
"Myanmar (Burma)",1,1,1996,97.75,16.25
"Myanmar (Burma)",1,1,2000,97.75,16.25
"Myanmar (Burma)",1,1,1999,97.75,16.25
"Myanmar (Burma)",1,1,2000,97.75,16.25
"Myanmar (Burma)",1,1,2002,97.75,16.25
"Myanmar (Burma)",1,1,1998,97.75,16.25
"Myanmar (Burma)",1,1,2000,97.75,16.25
"Myanmar (Burma)",1,1,2001,99.25,20.533333
"Myanmar (Burma)",1,1,2007,99.25,20.533333
"Myanmar (Burma)",1,1,1998,97.530556,21.607778
"Myanmar (Burma)",1,4,2001,99.25,20.533333
"Myanmar (Burma)",1,1,2000,99.25,20.533333
"Myanmar (Burma)",1,1,1999,100.360278,21.178333
"Myanmar (Burma)",1,1,2004,99.25,20.533333
"Myanmar (Burma)",1,1,2002,99.25,20.533333
"Myanmar (Burma)",1,1,2000,99.25,20.533333
"Myanmar (Burma)",1,1,2010,97.530556,21.607778
"Myanmar (Burma)",1,1,2011,97.530556,21.607778
"Myanmar (Burma)",1,4,2003,97.530556,21.607778
"Myanmar (Burma)",1,1,2004,97.530556,21.607778
"Myanmar (Burma)",1,1,2002,97.530556,21.607778
"Myanmar (Burma)",1,1,2002,97.530556,21.607778
"Myanmar (Burma)",1,2,1997,97.530556,21.607778
"Myanmar (Burma)",1,1,2004,97.530556,21.607778
"Myanmar (Burma)",1,1,1997,100.024264,21.674578
"Myanmar (Burma)",1,1,2006,97.530556,21.607778
"Myanmar (Burma)",1,1,2001,97.530556,21.607778
"Myanmar (Burma)",1,1,2007,97.530556,21.607778
"Myanmar (Burma)",1,1,2007,97.530556,21.607778
"Myanmar (Burma)",1,1,1997,97.530556,21.607778
"Myanmar (Burma)",1,1,1997,97.530556,21.607778
"Myanmar (Burma)",1,1,2008,97.530556,21.607778
"Myanmar (Burma)",1,1,1994,98.743889,19.9525
"Myanmar (Burma)",2,2,1994,98.743889,19.9525
"Myanmar (Burma)",1,1,2010,98.124239,21.646706
"Myanmar (Burma)",1,1,2011,98.124239,21.646706
"Myanmar (Burma)",2,4,1993,98.124239,21.646706
"Myanmar (Burma)",2,4,1995,98.366667,20.316667
"Myanmar (Burma)",2,5,1995,98.3665,20.317697
"Myanmar (Burma)",1,1,2004,98.3665,20.317697
"Myanmar (Burma)",1,1,2004,98.3665,20.317697
"Myanmar (Burma)",1,1,2004,98.3665,20.317697
"Myanmar (Burma)",1,1,1997,98.3665,20.317697
"Myanmar (Burma)",1,1,2000,98.3665,20.317697
"Myanmar (Burma)",1,1,2005,98.3665,20.317697
"Myanmar (Burma)",1,1,2004,98.3665,20.317697
"Myanmar (Burma)",1,1,2004,98.3665,20.317697
"Myanmar (Burma)",2,4,2005,98.3665,20.317697
"Myanmar (Burma)",1,1,2000,97.866667,20.516667
"Myanmar (Burma)",1,1,1995,98.3665,20.317697
"Myanmar (Burma)",1,1,1998,98.3665,20.317697
"Myanmar (Burma)",1,1,2004,98.3665,20.317697
"Myanmar (Burma)",2,2,2005,98.3665,20.317697
"Myanmar (Burma)",2,4,1995,99.686389,21.845556
"Myanmar (Burma)",1,1,2004,98.3665,20.317697
"Myanmar (Burma)",1,1,2007,98.3665,20.317697
"Myanmar (Burma)",1,1,2000,98.3665,20.317697
"Myanmar (Burma)",1,1,1997,98.934444,20.294722
"Myanmar (Burma)",1,1,2001,98.894789,20.295908
"Myanmar (Burma)",1,1,2005,98.934444,20.294722
"Myanmar (Burma)",1,1,2004,98.934444,20.294722
"Myanmar (Burma)",1,1,2002,98.934444,20.294722
"Myanmar (Burma)",1,1,2002,98.934444,20.294722
"Myanmar (Burma)",1,1,2000,97.866667,20.516667
"Myanmar (Burma)",1,1,2011,98.934444,20.294722
"Myanmar (Burma)",1,1,1997,98.934444,20.294722
"Myanmar (Burma)",1,1,1998,98.934444,20.294722
"Myanmar (Burma)",1,1,1999,100.360278,21.178333
"Myanmar (Burma)",1,1,2004,98.934444,20.294722
"Myanmar (Burma)",1,4,1999,98.934444,20.294722
"Myanmar (Burma)",1,1,2011,98.040278,22.428333
"Myanmar (Burma)",1,1,1997,98.934444,20.294722
"Myanmar (Burma)",1,1,2011,98.040278,22.428333
"Myanmar (Burma)",1,1,2000,100.360278,21.178333
"Myanmar (Burma)",1,1,1996,98.365374,21.906598
"Myanmar (Burma)",2,5,2012,97.904722,23.979167
"Myanmar (Burma)",2,5,2012,97.904722,23.979167
"Myanmar (Burma)",1,1,2000,100.360278,21.178333
"Myanmar (Burma)",1,1,1998,97.533333,21.6
"Myanmar (Burma)",1,1,2003,100.360278,21.178333
"Myanmar (Burma)",1,1,1999,100.360278,21.178333
"Myanmar (Burma)",1,1,2000,100.360278,21.178333
"Myanmar (Burma)",1,1,2006,97.528612,21.61166
"Myanmar (Burma)",1,1,2005,99.922778,20.875833
"Myanmar (Burma)",1,1,1999,99.922778,20.875833
"Myanmar (Burma)",1,1,2002,99.922778,20.875833
"Myanmar (Burma)",1,1,2003,99.922778,20.875833
"Myanmar (Burma)",1,1,2006,99.922778,20.875833
"Myanmar (Burma)",1,1,2002,99.922778,20.875833
"Myanmar (Burma)",1,1,2011,98.365374,21.906598
"Myanmar (Burma)",1,1,2004,98.365374,21.906598
"Myanmar (Burma)",1,2,2011,98.365374,21.906598
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.365374,21.906598
"Myanmar (Burma)",1,1,2011,98.365374,21.906598
"Myanmar (Burma)",1,1,2011,98.365374,21.906598
"Myanmar (Burma)",1,1,2011,98.365374,21.906598
"Myanmar (Burma)",1,1,1998,97.866667,20.516667
"Myanmar (Burma)",1,1,2011,98.365374,21.906598
"Myanmar (Burma)",1,1,2011,98.365374,21.906598
"Myanmar (Burma)",1,1,2011,98.365374,21.906598
"Myanmar (Burma)",1,1,2011,98.308611,24.099167
"Myanmar (Burma)",1,1,1998,97.533333,21.6
"Myanmar (Burma)",1,1,2003,97.866667,20.516667
"Myanmar (Burma)",2,5,1989,98.0,22.0
"Myanmar (Burma)",1,1,2005,97.866667,20.516667
"Myanmar (Burma)",1,1,2000,97.866667,20.516667
"Myanmar (Burma)",1,1,2007,97.866667,20.516667
"Myanmar (Burma)",1,1,2000,97.866667,20.516667
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",1,1,2005,97.866667,20.516667
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",1,4,1999,97.866667,20.516667
"Myanmar (Burma)",1,1,1999,97.866667,20.516667
"Myanmar (Burma)",1,1,2003,97.866667,20.516667
"Myanmar (Burma)",1,1,1998,97.866667,20.516667
"Myanmar (Burma)",1,1,1989,98.0,22.0
"Myanmar (Burma)",1,1,1994,97.866667,20.516667
"Myanmar (Burma)",1,1,2000,97.533333,21.6
"Myanmar (Burma)",1,1,1998,97.533333,21.6
"Myanmar (Burma)",1,1,2000,97.533333,21.6
"Myanmar (Burma)",1,1,2005,97.528612,21.61166
"Myanmar (Burma)",1,1,2004,97.528612,21.61166
"Myanmar (Burma)",1,1,2002,97.866667,20.516667
"Myanmar (Burma)",1,1,2011,97.679167,17.358333
"Myanmar (Burma)",1,1,1995,98.0,22.0
"Myanmar (Burma)",2,2,1999,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,5,1991,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",2,4,1994,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,4,2006,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",2,4,2007,98.0,22.0
"Myanmar (Burma)",2,2,2011,98.0,22.0
"Myanmar (Burma)",2,4,2006,98.0,22.0
"Myanmar (Burma)",1,4,2002,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",2,5,1991,98.0,22.0
"Myanmar (Burma)",1,3,2000,98.0,22.0
"Myanmar (Burma)",2,3,1999,98.0,22.0
"Myanmar (Burma)",2,4,2011,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",2,5,2011,98.0,22.0
"Myanmar (Burma)",2,4,2006,98.0,22.0
"Myanmar (Burma)",1,1,1995,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",1,1,2008,98.0,22.0
"Myanmar (Burma)",2,5,2009,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2004,98.0,22.0
"Myanmar (Burma)",1,1,1995,98.0,22.0
"Myanmar (Burma)",1,1,1995,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,1,2003,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,1995,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,1995,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2008,98.0,22.0
"Myanmar (Burma)",1,1,2008,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2004,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2004,98.0,22.0
"Myanmar (Burma)",1,4,2001,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,2001,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,1997,98.0,22.0
"Myanmar (Burma)",1,1,1997,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,2001,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,5,2001,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,2001,98.0,22.0
"Myanmar (Burma)",1,1,2001,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,2001,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,2008,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",2,4,2011,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",2,5,2011,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,1990,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",2,4,2006,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",2,4,2001,98.0,22.0
"Myanmar (Burma)",1,1,1990,98.0,22.0
"Myanmar (Burma)",2,4,1994,98.0,22.0
"Myanmar (Burma)",2,5,1997,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",2,4,1999,98.0,22.0
"Myanmar (Burma)",1,1,2004,98.0,22.0
"Myanmar (Burma)",2,4,1995,98.0,22.0
"Myanmar (Burma)",1,2,2002,98.0,22.0
"Myanmar (Burma)",2,2,2002,98.0,22.0
"Myanmar (Burma)",2,5,1998,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",2,4,1991,98.0,22.0
"Myanmar (Burma)",2,3,2005,98.0,22.0
"Myanmar (Burma)",1,1,2004,98.0,22.0
"Myanmar (Burma)",2,2,2000,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,4,2005,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",1,1,2001,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",2,4,2002,98.0,22.0
"Myanmar (Burma)",1,1,2003,98.0,22.0
"Myanmar (Burma)",1,1,2012,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,1995,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,2001,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",1,3,1999,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,1997,98.0,22.0
"Myanmar (Burma)",2,2,1989,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",2,5,1997,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,2003,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2010,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,1992,97.735577,17.978815
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,2,2008,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,2,2007,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",1,1,1995,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",1,1,1997,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,2008,95.866666,20.866666
"Myanmar (Burma)",1,1,1995,99.05,12.416667
"Myanmar (Burma)",1,1,2010,98.0,22.0
"Myanmar (Burma)",1,1,2010,98.0,22.0
"Myanmar (Burma)",1,5,2001,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",2,2,1992,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,1,2004,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",2,2,1994,98.0,22.0
"Myanmar (Burma)",1,4,2000,98.0,22.0
"Myanmar (Burma)",1,2,2006,96.25,18.25
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",1,1,1991,92.366667,20.816667
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,1998,97.442981,18.062283
"Myanmar (Burma)",2,5,2000,98.0,22.0
"Myanmar (Burma)",1,1,2004,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,1995,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",2,4,1996,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,2010,98.0,22.0
"Myanmar (Burma)",2,3,2002,98.506111,16.686389
"Myanmar (Burma)",2,2,1989,98.0,22.0
"Myanmar (Burma)",1,1,1996,98.0,22.0
"Myanmar (Burma)",2,4,2000,95.5,23.5
"Myanmar (Burma)",1,1,2005,99.05,12.416667
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,1,1998,99.05,12.416667
"Myanmar (Burma)",1,5,1997,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,2,2002,98.529827,16.541082
"Myanmar (Burma)",1,1,2010,98.529827,16.541082
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.529827,16.541082
"Myanmar (Burma)",1,1,1996,98.506111,16.686389
"Myanmar (Burma)",1,1,2011,98.529827,16.541082
"Myanmar (Burma)",1,1,2003,98.506111,16.686389
"Myanmar (Burma)",2,2,2010,98.506111,16.686389
"Myanmar (Burma)",2,2,2010,98.506111,16.686389
"Myanmar (Burma)",1,1,1990,98.506111,16.686389
"Myanmar (Burma)",1,1,1990,98.506111,16.686389
"Myanmar (Burma)",1,1,1994,98.506111,16.686389
"Myanmar (Burma)",1,1,2002,98.506111,16.686389
"Myanmar (Burma)",1,1,1998,98.506111,16.686389
"Myanmar (Burma)",1,1,2007,98.506111,16.686389
"Myanmar (Burma)",1,1,2000,98.506111,16.686389
"Myanmar (Burma)",1,1,1989,98.506111,16.686389
"Myanmar (Burma)",1,1,1989,98.506111,16.686389
"Myanmar (Burma)",1,1,1989,98.506111,16.686389
"Myanmar (Burma)",2,4,2005,99.05,12.416667
"Myanmar (Burma)",2,2,1989,98.506111,16.686389
"Myanmar (Burma)",1,1,2007,96.875314,17.923614
"Myanmar (Burma)",1,1,2005,99.05,12.416667
"Myanmar (Burma)",1,1,2005,99.05,12.416667
"Myanmar (Burma)",1,1,1999,99.05,12.416667
"Myanmar (Burma)",2,4,2002,99.05,12.416667
"Myanmar (Burma)",1,4,2005,99.05,12.416667
