"Country","event_clarity","date_prec","year","longtitude","latitude"
"Myanmar (Burma)",1,1,1998,98.516667,14.166667
"Myanmar (Burma)",1,1,1996,99.05,12.416667
"Myanmar (Burma)",1,1,2004,99.05,12.416667
"Myanmar (Burma)",1,1,2003,99.05,12.416667
"Myanmar (Burma)",1,1,2000,99.05,12.416667
"Myanmar (Burma)",1,1,2006,99.05,12.416667
"Myanmar (Burma)",1,1,2000,99.05,12.416667
"Myanmar (Burma)",1,1,2000,99.05,12.416667
"Myanmar (Burma)",1,1,2004,99.05,12.416667
"Myanmar (Burma)",1,1,2003,99.05,12.416667
"Myanmar (Burma)",1,1,2002,97.71672,20.89184
"Myanmar (Burma)",1,1,2002,99.05,12.416667
"Myanmar (Burma)",1,1,2004,99.05,12.416667
"Myanmar (Burma)",1,1,2000,99.05,12.416667
"Myanmar (Burma)",1,1,2000,99.05,12.416667
"Myanmar (Burma)",1,1,1998,99.05,12.416667
"Myanmar (Burma)",1,1,2002,99.05,12.416667
"Myanmar (Burma)",1,1,1997,98.312831,20.208544
"Myanmar (Burma)",1,2,2003,99.05,12.416667
"Myanmar (Burma)",1,1,2000,99.05,12.416667
"Myanmar (Burma)",1,1,1998,99.05,12.416667
"Myanmar (Burma)",1,1,2008,95.391822,21.45745
"Myanmar (Burma)",2,2,2011,97.145268,25.785516
"Myanmar (Burma)",1,1,2011,97.145268,25.785516
"Myanmar (Burma)",1,1,2011,97.145268,25.785516
"Myanmar (Burma)",1,1,2011,97.145268,25.785516
"Myanmar (Burma)",1,1,2012,97.145268,25.785516
"Myanmar (Burma)",1,1,2001,98.516667,14.166667
"Myanmar (Burma)",1,1,2007,97.145268,25.785516
"Myanmar (Burma)",1,1,2011,97.4,25.383333
"Myanmar (Burma)",1,1,2007,97.4,25.383333
"Myanmar (Burma)",1,1,2008,97.4,25.383333
"Myanmar (Burma)",1,1,2011,97.4,25.383333
"Myanmar (Burma)",1,1,1998,98.516667,14.166667
"Myanmar (Burma)",1,1,2008,93.809972,19.331069
"Myanmar (Burma)",1,1,2006,92.320319,20.8614
"Myanmar (Burma)",1,5,2001,92.320319,20.8614
"Myanmar (Burma)",1,1,2000,92.320319,20.8614
"Myanmar (Burma)",1,1,2005,92.320319,20.8614
"Myanmar (Burma)",1,1,2011,97.523889,24.878056
"Myanmar (Burma)",1,1,2008,97.681672,23.836011
"Myanmar (Burma)",1,1,1996,98.4,21.316667
"Myanmar (Burma)",1,1,2011,97.824722,23.688611
"Myanmar (Burma)",1,1,2004,97.71672,20.89184
"Myanmar (Burma)",1,1,2005,97.71672,20.89184
"Myanmar (Burma)",1,1,1999,97.71672,20.89184
"Myanmar (Burma)",1,1,2002,97.71672,20.89184
"Myanmar (Burma)",1,4,2004,97.71672,20.89184
"Myanmar (Burma)",2,5,2006,97.442981,18.062283
"Myanmar (Burma)",1,1,1997,97.71672,20.89184
"Myanmar (Burma)",2,4,1997,97.71672,20.89184
"Myanmar (Burma)",1,1,2002,97.71672,20.89184
"Myanmar (Burma)",1,1,1997,97.71672,20.89184
"Myanmar (Burma)",1,1,2000,97.71672,20.89184
"Myanmar (Burma)",1,1,1999,97.71672,20.89184
"Myanmar (Burma)",1,1,2002,97.71672,20.89184
"Myanmar (Burma)",1,1,2005,97.71672,20.89184
"Myanmar (Burma)",1,1,2002,97.71672,20.89184
"Myanmar (Burma)",1,1,2006,96.824444,18.885833
"Myanmar (Burma)",2,4,2003,97.71672,20.89184
"Myanmar (Burma)",1,1,2003,97.71672,20.89184
"Myanmar (Burma)",1,1,1996,97.71672,20.89184
"Myanmar (Burma)",2,5,2012,97.401111,23.0925
"Myanmar (Burma)",1,1,1997,97.71672,20.89184
"Myanmar (Burma)",1,1,1997,97.71672,20.89184
"Myanmar (Burma)",1,1,1997,97.71672,20.89184
"Myanmar (Burma)",1,1,2004,97.71672,20.89184
"Myanmar (Burma)",1,1,1997,97.71672,20.89184
"Myanmar (Burma)",1,1,1997,97.71672,20.89184
"Myanmar (Burma)",1,1,1997,97.71672,20.89184
"Myanmar (Burma)",1,1,1997,96.25,18.25
"Myanmar (Burma)",1,1,1999,97.401111,23.0925
"Myanmar (Burma)",1,1,2008,96.805081,18.954692
"Myanmar (Burma)",1,1,1995,96.805081,18.954692
"Myanmar (Burma)",1,1,2007,96.766019,18.949756
"Myanmar (Burma)",1,1,2001,96.805081,18.954692
"Myanmar (Burma)",1,1,1994,92.777714,20.671289
"Myanmar (Burma)",1,1,2012,98.376667,25.600833
"Myanmar (Burma)",1,1,2006,96.723758,17.951458
"Myanmar (Burma)",1,1,2003,97.442981,18.062283
"Myanmar (Burma)",1,1,2001,97.329811,17.518708
"Myanmar (Burma)",1,2,1996,98.633333,13.266667
"Myanmar (Burma)",1,4,2012,98.376667,25.600833
"Myanmar (Burma)",1,1,2012,98.376667,25.600833
"Myanmar (Burma)",1,1,1994,97.442981,18.062283
"Myanmar (Burma)",1,1,2009,97.442981,18.062283
"Myanmar (Burma)",1,1,1995,97.442981,18.062283
"Myanmar (Burma)",2,3,2000,97.484336,17.121358
"Myanmar (Burma)",1,1,1994,97.006681,19.867663
"Myanmar (Burma)",1,1,2008,96.884731,18.645019
"Myanmar (Burma)",2,2,2007,95.5,23.5
"Myanmar (Burma)",1,1,1992,97.838011,19.224233
"Myanmar (Burma)",2,5,1992,97.838011,19.224233
"Myanmar (Burma)",2,2,1992,97.838011,19.224233
"Myanmar (Burma)",1,1,1999,97.437353,19.674403
"Myanmar (Burma)",2,2,1992,97.838011,19.224233
"Myanmar (Burma)",2,2,2007,96.875358,19.0589
"Myanmar (Burma)",1,1,2007,94.25,19.0
"Myanmar (Burma)",1,1,2007,96.875358,19.0589
"Myanmar (Burma)",1,1,2002,98.988625,11.453025
"Myanmar (Burma)",1,2,2012,94.25,19.0
"Myanmar (Burma)",1,1,2007,96.575628,18.845494
"Myanmar (Burma)",1,1,2007,94.25,19.0
"Myanmar (Burma)",1,1,2011,98.393056,22.495278
"Myanmar (Burma)",1,1,2012,94.25,19.0
"Myanmar (Burma)",1,3,1994,94.25,19.0
"Myanmar (Burma)",1,1,2008,94.25,19.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,1992,94.25,19.0
"Myanmar (Burma)",1,4,2007,93.411653,22.048806
"Myanmar (Burma)",1,1,2007,93.411653,22.048806
"Myanmar (Burma)",1,1,2006,95.5,23.5
"Myanmar (Burma)",1,4,2007,93.411653,22.048806
"Myanmar (Burma)",1,5,2005,98.0,22.0
"Myanmar (Burma)",1,1,2008,92.937633,20.137544
"Myanmar (Burma)",2,4,2005,95.5,23.5
"Myanmar (Burma)",1,1,2007,95.5,23.5
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",2,4,2001,95.433333,26.333333
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",1,1,2005,95.0,17.0
"Myanmar (Burma)",1,1,2006,96.25,18.25
"Myanmar (Burma)",1,1,2011,97.75,17.5
"Myanmar (Burma)",1,1,2011,97.75,17.5
"Myanmar (Burma)",1,1,1997,98.0,22.0
"Myanmar (Burma)",2,4,2007,95.5,23.5
"Myanmar (Burma)",1,1,2006,95.5,23.5
"Myanmar (Burma)",2,4,2006,95.5,23.5
"Myanmar (Burma)",2,4,2005,95.5,23.5
"Myanmar (Burma)",2,5,2009,98.0,22.0
"Myanmar (Burma)",1,1,2011,97.700333,25.035175
"Myanmar (Burma)",1,1,1993,97.702667,17.942742
"Myanmar (Burma)",1,1,1996,97.702667,17.942742
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",2,5,1997,98.0,22.0
"Myanmar (Burma)",2,4,1995,98.0,22.0
"Myanmar (Burma)",1,2,2011,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",2,3,1994,98.0,22.0
"Myanmar (Burma)",2,4,1990,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",2,4,2012,98.0,22.0
"Myanmar (Burma)",2,5,1990,98.0,22.0
"Myanmar (Burma)",2,4,1997,98.0,22.0
"Myanmar (Burma)",1,4,2007,98.0,22.0
"Myanmar (Burma)",1,5,2007,98.0,22.0
"Myanmar (Burma)",2,4,2000,98.0,22.0
"Myanmar (Burma)",1,4,1999,98.0,22.0
"Myanmar (Burma)",1,1,1997,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,4,2011,97.178824,24.260229
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",2,4,2011,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,1,2008,98.0,22.0
"Myanmar (Burma)",2,4,1994,98.0,22.0
"Myanmar (Burma)",2,4,1994,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",1,1,2009,98.0,22.0
"Myanmar (Burma)",1,1,2003,98.0,22.0
"Myanmar (Burma)",1,1,2012,98.0,22.0
"Myanmar (Burma)",1,1,1997,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,1994,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",1,2,2011,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2009,98.0,22.0
"Myanmar (Burma)",1,1,2001,98.0,22.0
"Myanmar (Burma)",1,1,1991,98.0,22.0
"Myanmar (Burma)",2,2,1995,98.0,22.0
"Myanmar (Burma)",2,4,1994,98.0,22.0
"Myanmar (Burma)",2,2,2012,98.0,22.0
"Myanmar (Burma)",2,4,2005,98.0,22.0
"Myanmar (Burma)",1,1,2012,96.316667,25.616667
"Myanmar (Burma)",1,2,2001,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",2,4,1997,98.0,22.0
"Myanmar (Burma)",2,2,1994,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",1,1,2008,98.0,22.0
"Myanmar (Burma)",1,1,1995,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,2005,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",2,2,2009,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",1,1,1993,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.47457,14.091061
"Myanmar (Burma)",1,1,2001,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.0,22.0
"Myanmar (Burma)",1,1,2010,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",2,4,1990,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",2,4,1994,98.0,22.0
"Myanmar (Burma)",2,5,1997,98.0,22.0
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",2,2,2005,98.0,22.0
"Myanmar (Burma)",2,2,1999,98.0,22.0
"Myanmar (Burma)",1,1,2001,98.0,22.0
"Myanmar (Burma)",1,1,2001,98.0,22.0
"Myanmar (Burma)",1,2,2011,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",1,1,1997,98.0,22.0
"Myanmar (Burma)",1,1,2012,98.0,22.0
"Myanmar (Burma)",1,1,2002,98.0,22.0
"Myanmar (Burma)",1,2,2011,98.0,22.0
"Myanmar (Burma)",1,1,2011,98.0,22.0
"Myanmar (Burma)",1,1,1997,98.0,22.0
"Myanmar (Burma)",1,1,2002,99.0525,20.001944
"Myanmar (Burma)",1,1,2000,98.0,22.0
"Myanmar (Burma)",1,1,2010,98.0,22.0
"Myanmar (Burma)",1,1,2007,98.401939,16.692983
"Myanmar (Burma)",1,1,1998,98.0,22.0
"Myanmar (Burma)",1,1,2012,98.0,22.0
"Myanmar (Burma)",2,2,1995,98.0,22.0
"Myanmar (Burma)",1,1,2010,98.0,22.0
"Myanmar (Burma)",1,1,1999,98.0,22.0
"Myanmar (Burma)",1,1,2001,98.0,22.0
"Myanmar (Burma)",2,4,1996,98.0,22.0
"Myanmar (Burma)",1,1,2012,98.0,22.0
"Myanmar (Burma)",2,2,2011,98.0,22.0
"Myanmar (Burma)",1,1,2008,98.0,22.0
"Myanmar (Burma)",1,1,1997,98.0,22.0
"Myanmar (Burma)",1,1,2008,98.0,22.0
"Myanmar (Burma)",1,1,2007,96.569319,18.795461
"Myanmar (Burma)",1,2,1997,98.0,22.0
"Myanmar (Burma)",1,1,1992,98.75,13.0
"Myanmar (Burma)",1,1,1997,98.0,22.0
"Myanmar (Burma)",1,1,1995,98.506111,16.686389
"Myanmar (Burma)",1,1,1995,98.0,22.0
"Myanmar (Burma)",1,1,2009,98.0,22.0
"Myanmar (Burma)",2,2,2009,98.0,22.0
"Myanmar (Burma)",1,1,1997,98.0,22.0
"Myanmar (Burma)",1,1,2001,96.875314,17.923614
"Myanmar (Burma)",1,1,2007,96.875314,17.923614
"Myanmar (Burma)",1,1,2007,96.875314,17.923614
"Myanmar (Burma)",1,1,2000,96.875314,17.923614
"Myanmar (Burma)",1,1,1998,96.875314,17.923614
"Myanmar (Burma)",1,1,2007,96.875314,17.923614
"Myanmar (Burma)",1,1,2000,96.875314,17.923614
"Myanmar (Burma)",1,1,1994,96.875314,17.923614
"Myanmar (Burma)",1,1,2007,96.847292,18.729997
"Myanmar (Burma)",1,1,1995,96.847292,18.729997
"Myanmar (Burma)",1,1,1996,98.75,13.0
"Myanmar (Burma)",1,1,1994,99.880833,20.4475
"Myanmar (Burma)",2,5,1995,93.334704,20.501243
"Myanmar (Burma)",1,1,2006,93.334704,20.501243
"Myanmar (Burma)",1,1,2012,92.9,20.15
"Myanmar (Burma)",1,1,2012,92.9,20.15
"Myanmar (Burma)",1,1,2002,97.7,17.7
"Myanmar (Burma)",1,1,2012,92.9,20.15
"Myanmar (Burma)",1,1,1995,93.334704,20.501243
"Myanmar (Burma)",1,1,2008,92.887325,20.138358
"Myanmar (Burma)",1,1,1995,99.880833,20.4475
"Myanmar (Burma)",1,1,1995,99.880833,20.4475
"Myanmar (Burma)",1,1,2002,98.75,13.0
"Myanmar (Burma)",2,5,1995,99.880833,20.4475
"Myanmar (Burma)",1,1,1994,99.880833,20.4475
"Myanmar (Burma)",1,1,2006,99.880833,20.4475
"Myanmar (Burma)",1,1,1999,99.880833,20.4475
"Myanmar (Burma)",1,1,1999,99.880833,20.4475
"Myanmar (Burma)",1,1,1994,99.880833,20.4475
"Myanmar (Burma)",1,1,2001,99.880833,20.4475
"Myanmar (Burma)",1,1,1999,98.75,13.0
"Myanmar (Burma)",1,1,2000,99.880833,20.4475
"Myanmar (Burma)",1,1,2004,98.393056,22.495278
"Myanmar (Burma)",1,1,2000,99.880833,20.4475
"Myanmar (Burma)",1,1,2000,98.75,13.0
"Myanmar (Burma)",1,1,2005,99.880833,20.4475
"Myanmar (Burma)",1,1,2000,99.880833,20.4475
"Myanmar (Burma)",1,1,2011,98.393056,22.495278
"Myanmar (Burma)",1,1,2002,99.880833,20.4475
"Myanmar (Burma)",1,1,2001,99.880833,20.4475
"Myanmar (Burma)",1,1,1999,99.880833,20.4475
"Myanmar (Burma)",1,1,2001,99.880833,20.4475
"Myanmar (Burma)",1,1,2011,98.393056,22.495278
"Myanmar (Burma)",1,1,2011,98.393056,22.495278
"Myanmar (Burma)",1,1,2011,98.393056,22.495278
"Myanmar (Burma)",1,1,2011,98.393056,22.495278
"Myanmar (Burma)",1,1,2011,98.393056,22.495278
"Myanmar (Burma)",1,1,2008,98.75,13.0
"Myanmar (Burma)",1,1,2011,98.393056,22.495278
"Myanmar (Burma)",1,1,2011,98.393056,22.495278
"Myanmar (Burma)",1,1,1997,98.75,13.0
"Myanmar (Burma)",1,1,1998,98.75,13.0
"Myanmar (Burma)",1,1,2001,98.75,13.0
"Myanmar (Burma)",2,4,1998,98.75,13.0
"Myanmar (Burma)",1,1,2005,98.75,13.0
"Myanmar (Burma)",1,1,2000,98.75,13.0
"Myanmar (Burma)",1,1,2002,98.75,13.0
"Myanmar (Burma)",1,1,2002,98.75,13.0
"Myanmar (Burma)",1,1,2004,98.75,13.0
"Myanmar (Burma)",1,1,2006,97.7,17.7
"Myanmar (Burma)",1,1,2011,98.75,13.0
"Myanmar (Burma)",1,1,2004,98.75,13.0
"Myanmar (Burma)",1,1,2011,97.75,17.5
"Myanmar (Burma)",1,1,2004,98.75,13.0
"Myanmar (Burma)",1,1,2005,98.75,13.0
"Myanmar (Burma)",1,1,1989,98.331783,14.705158
"Myanmar (Burma)",1,1,2001,98.75,13.0
"Myanmar (Burma)",1,1,2005,98.75,13.0
"Myanmar (Burma)",1,1,1998,98.75,13.0
"Myanmar (Burma)",1,1,2000,98.75,13.0
"Myanmar (Burma)",1,1,2000,98.75,13.0
"Myanmar (Burma)",1,1,2009,98.75,13.0
"Myanmar (Burma)",1,1,2005,98.75,13.0
"Myanmar (Burma)",1,1,2004,98.75,13.0
"Myanmar (Burma)",1,1,2000,98.75,13.0
"Myanmar (Burma)",1,1,2002,96.156111,19.770278
"Myanmar (Burma)",1,1,2003,98.75,13.0
"Myanmar (Burma)",1,1,1999,98.75,13.0
"Myanmar (Burma)",1,1,1996,98.75,13.0
"Myanmar (Burma)",1,4,2000,98.75,13.0
"Myanmar (Burma)",1,1,2011,97.033333,20.783333
"Myanmar (Burma)",2,5,1992,98.331783,14.705158
"Myanmar (Burma)",1,1,1999,93.366883,22.619989
"Myanmar (Burma)",1,1,1995,98.331783,14.705158
"Myanmar (Burma)",1,1,1995,98.331783,14.705158
"Myanmar (Burma)",1,1,2002,98.331783,14.705158
"Myanmar (Burma)",1,1,2008,98.0,22.0
"Myanmar (Burma)",1,1,1998,98.331783,14.705158
"Myanmar (Burma)",1,1,2006,98.331783,14.705158
"Myanmar (Burma)",1,1,1998,98.331783,14.705158
"Myanmar (Burma)",2,5,2006,98.331783,14.705158
"Myanmar (Burma)",2,2,2000,98.331783,14.705158
"Myanmar (Burma)",1,1,1995,98.331783,14.705158
"Myanmar (Burma)",1,1,2000,98.331783,14.705158
"Myanmar (Burma)",2,2,1992,98.331783,14.705158
"Myanmar (Burma)",1,1,1991,98.331783,14.705158
"Myanmar (Burma)",1,1,1995,98.331783,14.705158
"Myanmar (Burma)",1,1,2002,98.331783,14.705158
"Myanmar (Burma)",2,2,2007,98.331783,14.705158
"Myanmar (Burma)",2,2,2007,98.331783,14.705158
"Myanmar (Burma)",1,1,1998,98.331783,14.705158
"Myanmar (Burma)",1,1,2006,98.0,22.0
"Myanmar (Burma)",2,2,2005,99.0525,20.001944
"Myanmar (Burma)",1,1,2001,99.0525,20.001944
"Myanmar (Burma)",1,1,2003,97.7,17.7
"Myanmar (Burma)",1,1,1990,99.0525,20.001944
"Myanmar (Burma)",1,1,1999,99.0525,20.001944
"Myanmar (Burma)",1,1,2001,99.0525,20.001944
"Myanmar (Burma)",1,1,2001,99.0525,20.001944
"Myanmar (Burma)",1,1,2001,99.0525,20.001944
"Myanmar (Burma)",1,1,1993,99.0525,20.001944
"Myanmar (Burma)",1,1,2001,99.0525,20.001944
"Myanmar (Burma)",1,1,2007,96.201667,16.794444
"Myanmar (Burma)",1,1,2001,99.0525,20.001944
"Myanmar (Burma)",1,1,2001,97.730756,15.969094
"Myanmar (Burma)",1,1,1999,97.840192,19.173853
"Myanmar (Burma)",1,1,1999,97.840192,19.173853
"Myanmar (Burma)",1,1,2001,97.840192,19.173853
"Myanmar (Burma)",1,1,1998,97.274696,17.1325
"Myanmar (Burma)",1,1,2006,96.674947,19.068367
"Myanmar (Burma)",1,1,2000,97.643469,16.876903
"Myanmar (Burma)",1,1,1996,93.366883,22.619989
"Myanmar (Burma)",1,1,1990,97.274696,17.1325
"Myanmar (Burma)",1,1,2003,97.274696,17.1325
"Myanmar (Burma)",1,1,1995,97.274696,17.1325
"Myanmar (Burma)",1,1,1995,97.274696,17.1325
"Myanmar (Burma)",1,1,1990,98.401939,16.692983
"Myanmar (Burma)",1,1,1999,97.274696,17.1325
"Myanmar (Burma)",1,1,1999,97.274696,17.1325
"Myanmar (Burma)",1,1,2004,98.401944,15.301667
"Myanmar (Burma)",1,1,2007,97.274696,17.1325
"Myanmar (Burma)",1,1,2006,97.370008,16.918668
"Myanmar (Burma)",1,1,1999,97.274696,17.1325
"Myanmar (Burma)",1,1,2010,98.401944,15.301667
"Myanmar (Burma)",1,1,2010,98.401944,15.301667
"Myanmar (Burma)",2,4,1990,98.401944,15.301667
"Myanmar (Burma)",2,2,1990,98.401944,15.301667
"Myanmar (Burma)",1,1,2010,98.401944,15.301667
"Myanmar (Burma)",1,1,2011,98.546667,21.039444
"Myanmar (Burma)",1,1,2010,98.401944,15.301667
"Myanmar (Burma)",1,1,2009,98.401944,15.301667
"Myanmar (Burma)",1,1,1992,98.401939,16.692983
"Myanmar (Burma)",1,1,2006,93.672794,22.793089
"Myanmar (Burma)",2,5,2006,96.433333,18.933333
"Myanmar (Burma)",1,1,2006,96.433333,18.933333
"Myanmar (Burma)",1,1,2002,98.140072,16.012828
"Myanmar (Burma)",1,1,2008,98.831136,16.416117
"Myanmar (Burma)",1,1,2008,98.831136,16.416117
"Myanmar (Burma)",2,4,2009,98.831136,16.416117
"Myanmar (Burma)",2,4,2000,98.546667,21.039444
"Myanmar (Burma)",1,1,2001,96.657975,18.393456
"Myanmar (Burma)",1,1,1995,98.125089,16.287044
"Myanmar (Burma)",1,1,2007,96.166667,17.0
"Myanmar (Burma)",1,1,2006,96.150408,16.79845
"Myanmar (Burma)",2,2,2007,96.150408,16.79845
"Myanmar (Burma)",1,1,2006,96.824444,18.885833
"Myanmar (Burma)",1,1,2008,96.150408,16.79845
"Myanmar (Burma)",1,1,2000,98.75,13.0
"Myanmar (Burma)",1,1,2006,96.150408,16.79845
"Myanmar (Burma)",1,1,2007,96.150408,16.79845
"Myanmar (Burma)",1,1,2007,96.150408,16.79845
"Myanmar (Burma)",1,1,2007,96.150408,16.79845
"Myanmar (Burma)",1,1,2007,96.150408,16.79845
"Myanmar (Burma)",1,1,2007,96.150408,16.79845
"Myanmar (Burma)",1,1,2007,96.150408,16.79845
"Myanmar (Burma)",1,1,2007,96.150408,16.79845
"Myanmar (Burma)",1,1,2000,96.150408,16.79845
"Myanmar (Burma)",1,1,2007,96.150408,16.79845
"Myanmar (Burma)",1,1,2007,97.7,17.7
"Myanmar (Burma)",1,1,2007,96.150408,16.79845
"Myanmar (Burma)",1,1,2007,96.150408,16.79845
"Myanmar (Burma)",1,1,1999,97.856653,15.249117
"Myanmar (Burma)",1,1,2001,96.533333,18.716667
"Myanmar (Burma)",1,1,2008,97.818439,15.112328
"Myanmar (Burma)",1,1,2000,97.741072,16.570181
"Myanmar (Burma)",1,1,2010,96.533333,18.716667
"Myanmar (Burma)",1,1,2007,96.533333,18.716667
"Myanmar (Burma)",1,1,2007,96.533333,18.716667
"Myanmar (Burma)",2,4,2000,98.0,22.0
"Myanmar (Burma)",1,1,2011,97.75,17.5
"Myanmar (Burma)",1,1,2007,97.7,17.7
"Myanmar (Burma)",1,1,1995,96.25,18.25
"Myanmar (Burma)",1,1,2000,96.25,18.25
"Myanmar (Burma)",1,1,2000,97.7,17.7
"Myanmar (Burma)",1,1,2007,97.7,17.7
"Myanmar (Burma)",1,1,1998,97.7,17.7
"Myanmar (Burma)",1,1,2003,97.7,17.7
"Myanmar (Burma)",2,2,1989,97.7,17.7
"Myanmar (Burma)",1,1,2012,96.316667,25.616667
"Myanmar (Burma)",1,1,2007,93.3584,22.546975
"Myanmar (Burma)",1,1,1995,96.824444,18.885833
"Myanmar (Burma)",1,1,2000,96.25,18.25
"Myanmar (Burma)",1,1,1999,97.7,17.7
"Myanmar (Burma)",1,1,2007,96.824444,18.885833
"Myanmar (Burma)",1,1,2008,96.824444,18.885833
"Myanmar (Burma)",1,1,1995,96.824444,18.885833
"Myanmar (Burma)",1,1,2011,97.300331,22.616594
"Myanmar (Burma)",1,1,1999,97.300331,22.616594
"Myanmar (Burma)",1,4,2007,97.5,26.0
"Myanmar (Burma)",2,5,2011,97.5,26.0
"Myanmar (Burma)",1,2,2011,97.5,26.0
"Myanmar (Burma)",1,1,2011,97.5,26.0
"Myanmar (Burma)",1,1,2011,96.643444,25.498067
"Myanmar (Burma)",1,1,2011,97.5,26.0
"Myanmar (Burma)",1,1,1998,96.25,18.25
"Myanmar (Burma)",1,1,2002,96.25,18.25
"Myanmar (Burma)",1,1,2007,96.25,18.25
"Myanmar (Burma)",1,1,2000,96.25,18.25
"Myanmar (Burma)",1,1,2002,97.7,17.7
"Myanmar (Burma)",1,1,2000,96.25,18.25
"Myanmar (Burma)",2,2,2011,97.178824,24.260229
"Myanmar (Burma)",1,1,2011,97.178824,24.260229
"Myanmar (Burma)",1,3,2010,98.575783,16.360642
"Myanmar (Burma)",1,1,2003,97.683333,17.616667
"Myanmar (Burma)",2,2,1992,97.683333,17.616667
"Myanmar (Burma)",1,1,2011,96.711667,25.523056
"Myanmar (Burma)",2,4,1995,98.515339,16.796917
"Myanmar (Burma)",2,4,1999,97.5,19.25
"Myanmar (Burma)",1,1,2006,93.5,22.0
"Myanmar (Burma)",1,1,2000,97.643469,16.876903
"Myanmar (Burma)",1,1,1997,98.47457,14.091061
"Myanmar (Burma)",1,1,1998,98.47457,14.091061
"Myanmar (Burma)",1,1,2008,96.807614,18.902692
"Myanmar (Burma)",1,1,1995,97.7,17.7
"Myanmar (Burma)",1,1,2012,96.316667,25.616667
"Myanmar (Burma)",1,1,2011,96.316667,25.616667
"Myanmar (Burma)",1,1,2000,98.47457,14.091061
"Myanmar (Burma)",1,1,2007,97.7,17.7
"Myanmar (Burma)",1,1,2003,95.151956,22.470931
"Myanmar (Burma)",1,1,2005,97.782433,15.261422
"Myanmar (Burma)",1,1,1995,96.812344,18.879931
"Myanmar (Burma)",1,1,2012,97.561389,24.979722
"Myanmar (Burma)",1,4,2007,97.7,17.7
"Myanmar (Burma)",1,1,2006,96.835253,18.929347
"Myanmar (Burma)",1,1,1996,96.835253,18.929347
"Myanmar (Burma)",1,1,2006,96.949847,18.864067
"Myanmar (Burma)",1,4,2007,97.7,17.7
"Myanmar (Burma)",1,1,2000,97.7,17.7
"Myanmar (Burma)",1,4,2007,97.7,17.7
"Myanmar (Burma)",1,1,2000,97.7,17.7
"Myanmar (Burma)",1,1,2001,97.7,17.7
"Myanmar (Burma)",1,1,1995,97.7,17.7
"Myanmar (Burma)",1,1,1998,97.7,17.7
"Myanmar (Burma)",1,1,2002,97.7,17.7
"Myanmar (Burma)",2,4,1995,97.7,17.7
"Myanmar (Burma)",1,1,1999,97.7,17.7
"Myanmar (Burma)",1,1,2006,97.7,17.7
"Myanmar (Burma)",2,4,2007,97.7,17.7
"Myanmar (Burma)",1,1,2007,97.7,17.7
